register_name,address
FTM1_C3SC,0x40039024
FTM1_C3V,0x40039028
FTM1_C4SC,0x4003902c
FTM1_C4V,0x40039030
FTM1_C5SC,0x40039034
FTM1_C5V,0x40039038
FTM1_C6SC,0x4003903c
FTM1_C6V,0x40039040
FTM1_C7SC,0x40039044
FTM1_C7V,0x40039048
FTM1_CNTIN,0x4003904c
FTM1_STATUS,0x40039050
FTM1_MODE,0x40039054
FTM1_SYNC,0x40039058
FTM1_OUTINIT,0x4003905c
FTM1_OUTMASK,0x40039060
FTM1_COMBINE,0x40039064
FTM1_DEADTIME,0x40039068
FTM1_EXTTRIG,0x4003906c
FTM1_POL,0x40039070
FTM1_FMS,0x40039074
FTM1_FILTER,0x40039078
FTM1_FLTCTRL,0x4003907c
FTM1_QDCTRL,0x40039080
FTM1_CONF,0x40039084
FTM1_FLTPOL,0x40039088
FTM1_SYNCONF,0x4003908c
FTM1_INVCTRL,0x40039090
FTM1_SWOCTRL,0x40039094
FTM1_PWMLOAD,0x40039098
ADC0_SC1A,0x4003b000
ADC0_SC1B,0x4003b004
ADC0_CFG1,0x4003b008
ADC0_CFG2,0x4003b00c
ADC0_RA,0x4003b010
ADC0_RB,0x4003b014
ADC0_CV1,0x4003b018
ADC0_CV2,0x4003b01c
ADC0_SC2,0x4003b020
ADC0_SC3,0x4003b024
ADC0_OFS,0x4003b028
ADC0_PG,0x4003b02c
ADC0_CLPS,0x4003b038
ADC0_CLP4,0x4003b03c
ADC0_CLP3,0x4003b040
ADC0_CLP2,0x4003b044
ADC0_CLP1,0x4003b048
ADC0_CLP0,0x4003b04c
ADC0_PGA,0x4003b050
ADC0_CLMD,0x4003b054
ADC0_CLMS,0x4003b058
ADC0_CLM4,0x4003b05c
ADC0_CLM3,0x4003b060
ADC0_CLM2,0x4003b064
ADC0_CLM1,0x4003b068
ADC0_CLM0,0x4003b06c
RTC_TSR,0x4003d000
RTC_TPR,0x4003d004
RTC_TAR,0x4003d008
RTC_TCR,0x4003d00c
RTC_CR,0x4003d010
RTC_SR,0x4003d014
RTC_LR,0x4003d018
RTC_IER,0x4003d01c
RTC_WAR,0x4003d800
RTC_RAR,0x4003d804
LPTMR0_CSR,0x40040000
LPTMR0_PSR,0x40040004
LPTMR0_CMR,0x40040008
LPTMR0_CNR,0x4004000c
TSI0_GENCS,0x40045000
TSI0_SCANC,0x40045004
TSI0_PEN,0x40045008
TSI0_WUCNTR,0x4004500c
TSI0_CNTR1,0x40045100
TSI0_CNTR3,0x40045104
TSI0_CNTR5,0x40045108
TSI0_CNTR7,0x4004510c
TSI0_CNTR9,0x40045110
TSI0_CNTR11,0x40045114
TSI0_CNTR13,0x40045118
TSI0_CNTR15,0x4004511c
TSI0_THRESHOLD,0x40045120
SIM_SOPT1,0x40047000
SIM_SOPT1CFG,0x40047004
SIM_SOPT2,0x40048004
SIM_SOPT5,0x40048010
SIM_SOPT7,0x40048018
SIM_SDID,0x40048024
SIM_SCGC1,0x40048028
SIM_SCGC2,0x4004802c
SIM_SCGC3,0x40048030
SIM_SCGC4,0x40048034
SIM_SCGC6,0x4004803c
SIM_CLKDIV1,0x40048044
SIM_CLKDIV2,0x40048048
SIM_FCFG1,0x4004804c
SIM_FCFG2,0x40048050
SIM_UIDH,0x40048054
SIM_UIDMH,0x40048058
SIM_UIDML,0x4004805c
SIM_UIDL,0x40048060
PORTA_PCR0,0x40049000
PORTA_PCR1,0x40049004
PORTA_PCR2,0x40049008
PORTA_PCR3,0x4004900c
PORTA_PCR4,0x40049010
PORTA_PCR5,0x40049014
PORTA_PCR6,0x40049018
PORTA_PCR7,0x4004901c
PORTA_PCR8,0x40049020
PORTA_PCR9,0x40049024
PORTA_PCR10,0x40049028
PORTA_PCR11,0x4004902c
PORTA_PCR12,0x40049030
PORTA_PCR13,0x40049034
PORTA_PCR14,0x40049038
PORTA_PCR15,0x4004903c
PORTA_PCR16,0x40049040
PORTA_PCR17,0x40049044
PORTA_PCR18,0x40049048
PORTA_PCR19,0x4004904c
PORTA_PCR20,0x40049050
PORTA_PCR21,0x40049054
PORTA_PCR22,0x40049058
PORTA_PCR23,0x4004905c
PORTA_PCR24,0x40049060
PORTA_PCR25,0x40049064
PORTA_PCR26,0x40049068
PORTA_PCR27,0x4004906c
PORTA_PCR28,0x40049070
PORTA_PCR29,0x40049074
PORTA_PCR30,0x40049078
PORTA_PCR31,0x4004907c
PORTA_GPCLR,0x40049080
PORTA_GPCHR,0x40049084
PORTA_ISFR,0x400490a0
PORTB_PCR0,0x4004a000
PORTB_PCR1,0x4004a004
PORTB_PCR2,0x4004a008
PORTB_PCR3,0x4004a00c
PORTB_PCR4,0x4004a010
PORTB_PCR5,0x4004a014
PORTB_PCR6,0x4004a018
PORTB_PCR7,0x4004a01c
PORTB_PCR8,0x4004a020
PORTB_PCR9,0x4004a024
PORTB_PCR10,0x4004a028
PORTB_PCR11,0x4004a02c
PORTB_PCR12,0x4004a030
PORTB_PCR13,0x4004a034
PORTB_PCR14,0x4004a038
PORTB_PCR15,0x4004a03c
PORTB_PCR16,0x4004a040
PORTB_PCR17,0x4004a044
PORTB_PCR18,0x4004a048
PORTB_PCR19,0x4004a04c
PORTB_PCR20,0x4004a050
PORTB_PCR21,0x4004a054
PORTB_PCR22,0x4004a058
PORTB_PCR23,0x4004a05c
PORTB_PCR24,0x4004a060
PORTB_PCR25,0x4004a064
PORTB_PCR26,0x4004a068
PORTB_PCR27,0x4004a06c
PORTB_PCR28,0x4004a070
PORTB_PCR29,0x4004a074
PORTB_PCR30,0x4004a078
PORTB_PCR31,0x4004a07c
PORTB_GPCLR,0x4004a080
PORTB_GPCHR,0x4004a084
PORTB_ISFR,0x4004a0a0
PORTC_PCR0,0x4004b000
PORTC_PCR1,0x4004b004
PORTC_PCR2,0x4004b008
PORTC_PCR3,0x4004b00c
PORTC_PCR4,0x4004b010
PORTC_PCR5,0x4004b014
PORTC_PCR6,0x4004b018
PORTC_PCR7,0x4004b01c
PORTC_PCR8,0x4004b020
PORTC_PCR9,0x4004b024
PORTC_PCR10,0x4004b028
PORTC_PCR11,0x4004b02c
PORTC_PCR12,0x4004b030
PORTC_PCR13,0x4004b034
PORTC_PCR14,0x4004b038
PORTC_PCR15,0x4004b03c
PORTC_PCR16,0x4004b040
PORTC_PCR17,0x4004b044
PORTC_PCR18,0x4004b048
PORTC_PCR19,0x4004b04c
PORTC_PCR20,0x4004b050
PORTC_PCR21,0x4004b054
PORTC_PCR22,0x4004b058
PORTC_PCR23,0x4004b05c
PORTC_PCR24,0x4004b060
PORTC_PCR25,0x4004b064
PORTC_PCR26,0x4004b068
PORTC_PCR27,0x4004b06c
PORTC_PCR28,0x4004b070
PORTC_PCR29,0x4004b074
PORTC_PCR30,0x4004b078
PORTC_PCR31,0x4004b07c
PORTC_GPCLR,0x4004b080
PORTC_GPCHR,0x4004b084
PORTC_ISFR,0x4004b0a0
PORTD_PCR0,0x4004c000
PORTD_PCR1,0x4004c004
PORTD_PCR2,0x4004c008
PORTD_PCR3,0x4004c00c
PORTD_PCR4,0x4004c010
PORTD_PCR5,0x4004c014
PORTD_PCR6,0x4004c018
PORTD_PCR7,0x4004c01c
PORTD_PCR8,0x4004c020
PORTD_PCR9,0x4004c024
PORTD_PCR10,0x4004c028
PORTD_PCR11,0x4004c02c
PORTD_PCR12,0x4004c030
PORTD_PCR13,0x4004c034
PORTD_PCR14,0x4004c038
PORTD_PCR15,0x4004c03c
PORTD_PCR16,0x4004c040
PORTD_PCR17,0x4004c044
PORTD_PCR18,0x4004c048
PORTD_PCR19,0x4004c04c
PORTD_PCR20,0x4004c050
PORTD_PCR21,0x4004c054
PORTD_PCR22,0x4004c058
PORTD_PCR23,0x4004c05c
PORTD_PCR24,0x4004c060
PORTD_PCR25,0x4004c064
PORTD_PCR26,0x4004c068
PORTD_PCR27,0x4004c06c
PORTD_PCR28,0x4004c070
PORTD_PCR29,0x4004c074
PORTD_PCR30,0x4004c078
PORTD_PCR31,0x4004c07c
PORTD_GPCLR,0x4004c080
PORTD_GPCHR,0x4004c084
PORTD_ISFR,0x4004c0a0
PORTE_PCR0,0x4004d000
PORTE_PCR1,0x4004d004
PORTE_PCR2,0x4004d008
PORTE_PCR3,0x4004d00c
PORTE_PCR4,0x4004d010
PORTE_PCR5,0x4004d014
PORTE_PCR6,0x4004d018
PORTE_PCR7,0x4004d01c
PORTE_PCR8,0x4004d020
PORTE_PCR9,0x4004d024
PORTE_PCR10,0x4004d028
PORTE_PCR11,0x4004d02c
PORTE_PCR12,0x4004d030
PORTE_PCR13,0x4004d034
PORTE_PCR14,0x4004d038
PORTE_PCR15,0x4004d03c
PORTE_PCR16,0x4004d040
PORTE_PCR17,0x4004d044
PORTE_PCR18,0x4004d048
PORTE_PCR19,0x4004d04c
PORTE_PCR20,0x4004d050
PORTE_PCR21,0x4004d054
PORTE_PCR22,0x4004d058
PORTE_PCR23,0x4004d05c
PORTE_PCR24,0x4004d060
PORTE_PCR25,0x4004d064
PORTE_PCR26,0x4004d068
PORTE_PCR27,0x4004d06c
PORTE_PCR28,0x4004d070
PORTE_PCR29,0x4004d074
PORTE_PCR30,0x4004d078
PORTE_PCR31,0x4004d07c
PORTE_GPCLR,0x4004d080
PORTE_GPCHR,0x4004d084
PORTE_ISFR,0x4004d0a0
WDOG_STCTRLH,0x40052000
WDOG_STCTRLL,0x40052002
WDOG_TOVALH,0x40052004
WDOG_TOVALL,0x40052006
WDOG_WINH,0x40052008
WDOG_WINL,0x4005200a
WDOG_REFRESH,0x4005200c
WDOG_UNLOCK,0x4005200e
WDOG_TMROUTH,0x40052010
WDOG_TMROUTL,0x40052012
WDOG_RSTCNT,0x40052014
WDOG_PRESC,0x40052016
EWM_CTRL,0x40061000
EWM_SERV,0x40061001
EWM_CMPL,0x40061002
EWM_CMPH,0x40061003
EWM_CLKPRESCALER,0x40061005
CMT_CGH1,0x40062000
CMT_CGL1,0x40062001
CMT_CGH2,0x40062002
CMT_CGL2,0x40062003
CMT_OC,0x40062004
CMT_MSC,0x40062005
CMT_CMD1,0x40062006
CMT_CMD2,0x40062007
CMT_CMD3,0x40062008
CMT_CMD4,0x40062009
CMT_PPS,0x4006200a
CMT_DMA,0x4006200b
MCG_C1,0x40064000
MCG_C2,0x40064001
MCG_C3,0x40064002
MCG_C4,0x40064003
MCG_C5,0x40064004
MCG_C6,0x40064005
MCG_S,0x40064006
MCG_SC,0x40064008
MCG_ATCVH,0x4006400a
MCG_ATCVL,0x4006400b
MCG_C7,0x4006400c
MCG_C8,0x4006400d
MCG_C9,0x4006400e
MCG_C10,0x4006400f
OSC_CR,0x40065000
I2C0_A1,0x40066000
I2C0_F,0x40066001
I2C0_C1,0x40066002
I2C0_S,0x40066003
I2C0_D,0x40066004
I2C0_C2,0x40066005
I2C0_FLT,0x40066006
I2C0_RA,0x40066007
I2C0_SMB,0x40066008
I2C0_A2,0x40066009
I2C0_SLTH,0x4006600a
I2C0_SLTL,0x4006600b
I2C1_A1,0x40067000
I2C1_F,0x40067001
I2C1_C1,0x40067002
I2C1_S,0x40067003
I2C1_D,0x40067004
I2C1_C2,0x40067005
I2C1_FLT,0x40067006
I2C1_RA,0x40067007
I2C1_SMB,0x40067008
I2C1_A2,0x40067009
I2C1_SLTH,0x4006700a
I2C1_SLTL,0x4006700b
UART0_BDH,0x4006a000
UART0_BDL,0x4006a001
UART0_C1,0x4006a002
UART0_C2,0x4006a003
UART0_S1,0x4006a004
UART0_S2,0x4006a005
UART0_C3,0x4006a006
UART0_D,0x4006a007
UART0_MA1,0x4006a008
UART0_MA2,0x4006a009
UART0_C4,0x4006a00a
UART0_C5,0x4006a00b
UART0_ED,0x4006a00c
UART0_MODEM,0x4006a00d
UART0_IR,0x4006a00e
UART0_PFIFO,0x4006a010
UART0_CFIFO,0x4006a011
UART0_SFIFO,0x4006a012
UART0_TWFIFO,0x4006a013
UART0_TCFIFO,0x4006a014
UART0_RWFIFO,0x4006a015
UART0_RCFIFO,0x4006a016
UART0_C7816,0x4006a018
UART0_IE7816,0x4006a019
UART0_IS7816,0x4006a01a
UART0_WP7816T0,0x4006a01b
UART0_WP7816T1,0x4006a01b
UART0_WN7816,0x4006a01c
UART0_WF7816,0x4006a01d
UART0_ET7816,0x4006a01e
UART0_TL7816,0x4006a01f
UART0_C6,0x4006a021
UART0_PCTH,0x4006a022
UART0_PCTL,0x4006a023
UART0_IE0,0x4006a024
UART0_SDTH,0x4006a025
UART0_SDTL,0x4006a026
UART0_PRE,0x4006a027
UART0_TPL,0x4006a028
UART0_IE,0x4006a029
UART0_WB,0x4006a02a
UART0_S3,0x4006a02b
UART0_S4,0x4006a02c
UART0_RPL,0x4006a02d
UART0_RPREL,0x4006a02e
UART0_CPW,0x4006a02f
UART0_RIDTH,0x4006a030
UART0_RIDTL,0x4006a031
UART0_TIDTH,0x4006a032
UART0_TIDTL,0x4006a033
UART0_RB1TH,0x4006a034
UART0_RB1TL,0x4006a035
UART0_TB1TH,0x4006a036
UART0_TB1TL,0x4006a037
UART0_PROG_REG,0x4006a038
UART0_STATE_REG,0x4006a039
UART1_BDH,0x4006b000
UART1_BDL,0x4006b001
UART1_C1,0x4006b002
UART1_C2,0x4006b003
UART1_S1,0x4006b004
UART1_S2,0x4006b005
UART1_C3,0x4006b006
UART1_D,0x4006b007
UART1_MA1,0x4006b008
UART1_MA2,0x4006b009
UART1_C4,0x4006b00a
UART1_C5,0x4006b00b
UART1_ED,0x4006b00c
UART1_MODEM,0x4006b00d
UART1_IR,0x4006b00e
UART1_PFIFO,0x4006b010
UART1_CFIFO,0x4006b011
UART1_SFIFO,0x4006b012
UART1_TWFIFO,0x4006b013
UART1_TCFIFO,0x4006b014
UART1_RWFIFO,0x4006b015
UART1_RCFIFO,0x4006b016
UART1_C7816,0x4006b018
UART1_IE7816,0x4006b019
UART1_IS7816,0x4006b01a
UART1_WP7816T0,0x4006b01b
UART1_WP7816T1,0x4006b01b
UART1_WN7816,0x4006b01c
UART1_WF7816,0x4006b01d
UART1_ET7816,0x4006b01e
UART1_TL7816,0x4006b01f
UART1_C6,0x4006b021
UART1_PCTH,0x4006b022
UART1_PCTL,0x4006b023
UART1_IE0,0x4006b024
UART1_SDTH,0x4006b025
UART1_SDTL,0x4006b026
UART1_PRE,0x4006b027
UART1_TPL,0x4006b028
UART1_IE,0x4006b029
UART1_WB,0x4006b02a
UART1_S3,0x4006b02b
UART1_S4,0x4006b02c
UART1_RPL,0x4006b02d
UART1_RPREL,0x4006b02e
UART1_CPW,0x4006b02f
UART1_RIDTH,0x4006b030
UART1_RIDTL,0x4006b031
UART1_TIDTH,0x4006b032
UART1_TIDTL,0x4006b033
UART1_RB1TH,0x4006b034
UART1_RB1TL,0x4006b035
UART1_TB1TH,0x4006b036
UART1_TB1TL,0x4006b037
UART1_PROG_REG,0x4006b038
UART1_STATE_REG,0x4006b039
UART2_BDH,0x4006c000
UART2_BDL,0x4006c001
UART2_C1,0x4006c002
UART2_C2,0x4006c003
UART2_S1,0x4006c004
UART2_S2,0x4006c005
UART2_C3,0x4006c006
UART2_D,0x4006c007
UART2_MA1,0x4006c008
UART2_MA2,0x4006c009
UART2_C4,0x4006c00a
UART2_C5,0x4006c00b
UART2_ED,0x4006c00c
UART2_MODEM,0x4006c00d
UART2_IR,0x4006c00e
UART2_PFIFO,0x4006c010
UART2_CFIFO,0x4006c011
UART2_SFIFO,0x4006c012
UART2_TWFIFO,0x4006c013
UART2_TCFIFO,0x4006c014
UART2_RWFIFO,0x4006c015
UART2_RCFIFO,0x4006c016
UART2_C7816,0x4006c018
UART2_IE7816,0x4006c019
UART2_IS7816,0x4006c01a
UART2_WP7816T0,0x4006c01b
UART2_WP7816T1,0x4006c01b
UART2_WN7816,0x4006c01c
UART2_WF7816,0x4006c01d
UART2_ET7816,0x4006c01e
UART2_TL7816,0x4006c01f
UART2_C6,0x4006c021
UART2_PCTH,0x4006c022
UART2_PCTL,0x4006c023
UART2_IE0,0x4006c024
UART2_SDTH,0x4006c025
UART2_SDTL,0x4006c026
UART2_PRE,0x4006c027
UART2_TPL,0x4006c028
UART2_IE,0x4006c029
UART2_WB,0x4006c02a
UART2_S3,0x4006c02b
UART2_S4,0x4006c02c
UART2_RPL,0x4006c02d
UART2_RPREL,0x4006c02e
UART2_CPW,0x4006c02f
UART2_RIDTH,0x4006c030
UART2_RIDTL,0x4006c031
UART2_TIDTH,0x4006c032
UART2_TIDTL,0x4006c033
UART2_RB1TH,0x4006c034
UART2_RB1TL,0x4006c035
UART2_TB1TH,0x4006c036
UART2_TB1TL,0x4006c037
UART2_PROG_REG,0x4006c038
UART2_STATE_REG,0x4006c039
UART3_BDH,0x4006d000
UART3_BDL,0x4006d001
UART3_C1,0x4006d002
UART3_C2,0x4006d003
UART3_S1,0x4006d004
UART3_S2,0x4006d005
UART3_C3,0x4006d006
UART3_D,0x4006d007
UART3_MA1,0x4006d008
UART3_MA2,0x4006d009
UART3_C4,0x4006d00a
UART3_C5,0x4006d00b
UART3_ED,0x4006d00c
UART3_MODEM,0x4006d00d
UART3_IR,0x4006d00e
UART3_PFIFO,0x4006d010
UART3_CFIFO,0x4006d011
UART3_SFIFO,0x4006d012
UART3_TWFIFO,0x4006d013
UART3_TCFIFO,0x4006d014
UART3_RWFIFO,0x4006d015
UART3_RCFIFO,0x4006d016
UART3_C7816,0x4006d018
UART3_IE7816,0x4006d019
UART3_IS7816,0x4006d01a
UART3_WP7816T0,0x4006d01b
UART3_WP7816T1,0x4006d01b
UART3_WN7816,0x4006d01c
UART3_WF7816,0x4006d01d
UART3_ET7816,0x4006d01e
UART3_TL7816,0x4006d01f
UART3_C6,0x4006d021
UART3_PCTH,0x4006d022
UART3_PCTL,0x4006d023
UART3_IE0,0x4006d024
UART3_SDTH,0x4006d025
UART3_SDTL,0x4006d026
UART3_PRE,0x4006d027
UART3_TPL,0x4006d028
UART3_IE,0x4006d029
UART3_WB,0x4006d02a
UART3_S3,0x4006d02b
UART3_S4,0x4006d02c
UART3_RPL,0x4006d02d
UART3_RPREL,0x4006d02e
UART3_CPW,0x4006d02f
UART3_RIDTH,0x4006d030
UART3_RIDTL,0x4006d031
UART3_TIDTH,0x4006d032
UART3_TIDTL,0x4006d033
UART3_RB1TH,0x4006d034
UART3_RB1TL,0x4006d035
UART3_TB1TH,0x4006d036
UART3_TB1TL,0x4006d037
UART3_PROG_REG,0x4006d038
UART3_STATE_REG,0x4006d039
USB0_PERID,0x40072000
USB0_IDCOMP,0x40072004
USB0_REV,0x40072008
USB0_ADDINFO,0x4007200c
USB0_OTGISTAT,0x40072010
USB0_OTGICR,0x40072014
USB0_OTGSTAT,0x40072018
USB0_OTGCTL,0x4007201c
USB0_ISTAT,0x40072080
USB0_INTEN,0x40072084
USB0_ERRSTAT,0x40072088
USB0_ERREN,0x4007208c
USB0_STAT,0x40072090
USB0_CTL,0x40072094
USB0_ADDR,0x40072098
USB0_BDTPAGE1,0x4007209c
USB0_FRMNUML,0x400720a0
USB0_FRMNUMH,0x400720a4
USB0_TOKEN,0x400720a8
USB0_SOFTHLD,0x400720ac
USB0_BDTPAGE2,0x400720b0
USB0_BDTPAGE3,0x400720b4
USB0_ENDPT0,0x400720c0
USB0_ENDPT1,0x400720c4
USB0_ENDPT2,0x400720c8
USB0_ENDPT3,0x400720cc
USB0_ENDPT4,0x400720d0
USB0_ENDPT5,0x400720d4
USB0_ENDPT6,0x400720d8
USB0_ENDPT7,0x400720dc
USB0_ENDPT8,0x400720e0
USB0_ENDPT9,0x400720e4
USB0_ENDPT10,0x400720e8
USB0_ENDPT11,0x400720ec
USB0_ENDPT12,0x400720f0
USB0_ENDPT13,0x400720f4
USB0_ENDPT14,0x400720f8
USB0_ENDPT15,0x400720fc
USB0_USBCTRL,0x40072100
USB0_OBSERVE,0x40072104
USB0_CONTROL,0x40072108
USB0_USBTRC0,0x4007210c
USB0_USBFRMADJUST,0x40072114
CMP0_CR0,0x40073000
CMP0_CR1,0x40073001
CMP0_FPR,0x40073002
CMP0_SCR,0x40073003
CMP0_DACCR,0x40073004
CMP0_MUXCR,0x40073005
CMP1_CR0,0x40073008
CMP1_CR1,0x40073009
CMP1_FPR,0x4007300a
CMP1_SCR,0x4007300b
CMP1_DACCR,0x4007300c
CMP1_MUXCR,0x4007300d
CMP2_CR0,0x40073010
CMP2_CR1,0x40073011
CMP2_FPR,0x40073012
CMP2_SCR,0x40073013
CMP2_DACCR,0x40073014
CMP2_MUXCR,0x40073015
VREF_TRM,0x40074000
VREF_SC,0x40074001
LLWU_PE1,0x4007c000
LLWU_PE2,0x4007c001
LLWU_PE3,0x4007c002
LLWU_PE4,0x4007c003
LLWU_ME,0x4007c004
LLWU_F1,0x4007c005
LLWU_F2,0x4007c006
LLWU_F3,0x4007c007
LLWU_FILT1,0x4007c008
LLWU_FILT2,0x4007c009
LLWU_RST,0x4007c00a
PMC_LVDSC1,0x4007d000
PMC_LVDSC2,0x4007d001
PMC_REGSC,0x4007d002
SMC_PMPROT,0x4007e000
SMC_PMCTRL,0x4007e001
SMC_VLLSCTRL,0x4007e002
SMC_PMSTAT,0x4007e003
RCM_SRS0,0x4007f000
RCM_SRS1,0x4007f001
RCM_RPFC,0x4007f004
RCM_RPFW,0x4007f005
RCM_MR,0x4007f007
AIPS1_MPRA,0x40080000
AIPS1_PACRA,0x40080020
AIPS1_PACRF,0x40080044
AIPS1_PACRG,0x40080048
AIPS1_PACRH,0x4008004c
AIPS1_PACRI,0x40080050
AIPS1_PACRJ,0x40080054
AIPS1_PACRK,0x40080058
AIPS1_PACRL,0x4008005c
AIPS1_PACRM,0x40080060
AIPS1_PACRN,0x40080064
AIPS1_PACRO,0x40080068
AIPS1_PACRP,0x4008006c
RNG_CR,0x400a0000
RNG_SR,0x400a0004
RNG_ER,0x400a0008
RNG_OR,0x400a000c
CAN1_MCR,0x400a4000
CAN1_TIMER,0x400a4008
CAN1_RXMGMASK,0x400a4010
CAN1_ESR1,0x400a4020
CAN1_IMASK1,0x400a4028
CAN1_IFLAG1,0x400a4030
CAN1_CTRL2,0x400a4034
CAN1_ESR2,0x400a4038
CAN1_CRCR,0x400a4044
CAN1_RXFGMASK,0x400a4048
CAN1_RXIMR0,0x400a4880
CAN1_RXIMR1,0x400a4884
CAN1_RXIMR2,0x400a4888
CAN1_RXIMR3,0x400a488c
CAN1_RXIMR4,0x400a4890
CAN1_RXIMR5,0x400a4894
CAN1_RXIMR6,0x400a4898
CAN1_RXIMR7,0x400a489c
CAN1_RXIMR8,0x400a48a0
CAN1_RXIMR9,0x400a48a4
CAN1_RXIMR10,0x400a48a8
CAN1_RXIMR11,0x400a48ac
CAN1_RXIMR12,0x400a48b0
CAN1_RXIMR13,0x400a48b4
CAN1_RXIMR14,0x400a48b8
CAN1_RXIMR15,0x400a48bc
SDHC_DSADDR,0x400b1000
SDHC_BLKATTR,0x400b1004
SDHC_CMDARG,0x400b1008
SDHC_XFERTYP,0x400b100c
SDHC_CMDRSP0,0x400b1010
SDHC_CMDRSP1,0x400b1014
SDHC_CMDRSP2,0x400b1018
SDHC_CMDRSP3,0x400b101c
SDHC_DATPORT,0x400b1020
SDHC_PRSSTAT,0x400b1024
SDHC_PROCTL,0x400b1028
SDHC_SYSCTL,0x400b102c
SDHC_IRQSTATEN,0x400b1034
SDHC_AC12ERR,0x400b103c
SDHC_HTCAPBLT,0x400b1040
SDHC_WML,0x400b1044
SDHC_FEVT,0x400b1050
SDHC_ADMAES,0x400b1054
SDHC_ADSADDR,0x400b1058
SDHC_VENDOR,0x400b10c0
SDHC_MMCBOOT,0x400b10c4
SDHC_HOSTVER,0x400b10fc
FTM2_SC,0x400b8000
FTM2_CNT,0x400b8004
FTM2_MOD,0x400b8008
FTM2_C0SC,0x400b800c
FTM2_C0V,0x400b8010
FTM2_C1SC,0x400b8014
FTM2_C1V,0x400b8018
FTM2_C2SC,0x400b801c
FTM2_C2V,0x400b8020
FTM2_C3SC,0x400b8024
FTM2_C3V,0x400b8028
FTM2_C4SC,0x400b802c
FTM2_C4V,0x400b8030
FTM2_C5SC,0x400b8034
FTM2_C5V,0x400b8038
FTM2_C6SC,0x400b803c
FTM2_C6V,0x400b8040
FTM2_C7SC,0x400b8044
FTM2_C7V,0x400b8048
FTM2_CNTIN,0x400b804c
FTM2_STATUS,0x400b8050
FTM2_MODE,0x400b8054
FTM2_SYNC,0x400b8058
FTM2_OUTINIT,0x400b805c
FTM2_OUTMASK,0x400b8060
FTM2_COMBINE,0x400b8064
FTM2_DEADTIME,0x400b8068
FTM2_EXTTRIG,0x400b806c
FTM2_POL,0x400b8070
FTM2_FMS,0x400b8074
FTM2_FILTER,0x400b8078
FTM2_FLTCTRL,0x400b807c
FTM2_QDCTRL,0x400b8080
FTM2_CONF,0x400b8084
FTM2_FLTPOL,0x400b8088
FTM2_SYNCONF,0x400b808c
FTM2_INVCTRL,0x400b8090
FTM2_SWOCTRL,0x400b8094
FTM2_PWMLOAD,0x400b8098
ADC1_SC1A,0x400bb000
ADC1_SC1B,0x400bb004
ADC1_CFG1,0x400bb008
ADC1_CFG2,0x400bb00c
ADC1_RA,0x400bb010
ADC1_RB,0x400bb014
ADC1_CV1,0x400bb018
ADC1_CV2,0x400bb01c
ADC1_SC2,0x400bb020
ADC1_SC3,0x400bb024
ADC1_OFS,0x400bb028
ADC1_PG,0x400bb02c
ADC1_CLPS,0x400bb038
ADC1_CLP4,0x400bb03c
ADC1_CLP3,0x400bb040
ADC1_CLP2,0x400bb044
ADC1_CLP1,0x400bb048
ADC1_CLP0,0x400bb04c
ADC1_PGA,0x400bb050
ADC1_CLMD,0x400bb054
ADC1_CLMS,0x400bb058
ADC1_CLM4,0x400bb05c
ADC1_CLM3,0x400bb060
ADC1_CLM2,0x400bb064
ADC1_CLM1,0x400bb068
ADC1_CLM0,0x400bb06c
ENET_EIR,0x400c0004
ENET_EIMR,0x400c0008
ENET_RDAR,0x400c0010
ENET_TDAR,0x400c0014
ENET_ECR,0x400c0024
ENET_MSCR,0x400c0044
ENET_MIBC,0x400c0064
ENET_TCR,0x400c00c4
ENET_PALR,0x400c00e4
ENET_PAUR,0x400c00e8
ENET_IAUR,0x400c0118
ENET_IALR,0x400c011c
ENET_GAUR,0x400c0120
ENET_GALR,0x400c0124
ENET_TFWR,0x400c0144
ENET_RDSR,0x400c0180
ENET_TDSR,0x400c0184
ENET_MRBR,0x400c0188
ENET_RSFL,0x400c0190
ENET_RSEM,0x400c0194
ENET_RAEM,0x400c0198
ENET_RAFL,0x400c019c
ENET_TSEM,0x400c01a0
ENET_TAEM,0x400c01a4
ENET_TAFL,0x400c01a8
ENET_TIPG,0x400c01ac
ENET_FTRL,0x400c01b0
ENET_TACC,0x400c01c0
ENET_RACC,0x400c01c4
ENET_ATCR,0x400c0400
ENET_ATVR,0x400c0404
ENET_ATOFF,0x400c0408
ENET_ATPER,0x400c040c
ENET_ATINC,0x400c0414
ENET_ATSTMP,0x400c0418
ENET_TGSR,0x400c0604
ENET_TCSR0,0x400c0608
ENET_TCCR0,0x400c060c
ENET_TCSR1,0x400c0610
ENET_TCCR1,0x400c0614
ENET_TCSR2,0x400c0618
ENET_TCCR2,0x400c061c
ENET_TCSR3,0x400c0620
ENET_TCCR3,0x400c0624
DAC0_DAT0L,0x400cc000
DAC0_DATH,0x400cc001
DAC0_DAT1L,0x400cc002
DAC0_DAT2L,0x400cc004
DAC0_DAT3L,0x400cc006
DAC0_DAT4L,0x400cc008
DAC0_DAT5L,0x400cc00a
DAC0_DAT6L,0x400cc00c
DAC0_DAT7L,0x400cc00e
DAC0_DAT8L,0x400cc010
DAC0_DAT9L,0x400cc012
DAC0_DAT10L,0x400cc014
